host_since,host_listings_count_total,host_listings_count_entire_homes,host_listings_count_private_rooms,host_listings_count_shared_rooms,locale,month_host_joined,host_response_proportion,host_acceptance_proportion,id_host
2016-12-18,1,1,0,0,New Orleans,12,1,0.91,107713372
2015-06-21,2,2,0,0,New Orleans,06,1,0.89,36313064
2016-10-10,3,3,0,0,New Orleans,10,0.98,0.98,99109096
2016-12-22,3,3,0,0,New Orleans,12,1,0.99,108164372
2016-12-22,2,2,0,0,New Orleans,12,0.71,1,108165373
2013-07-14,4,1,3,0,New Orleans,07,1,1,7485374
2016-12-25,1,1,0,0,New Orleans,12,1,0.67,108494932
2016-11-29,1,1,0,0,New Orleans,11,1,0.99,105622681
2012-04-07,1,1,0,0,New Orleans,04,0.8,0.97,2090977
2016-08-05,2,2,0,0,New Orleans,08,0.93,0.95,88113637
2016-08-01,1,1,0,0,New Orleans,07,1,1,87247967
2011-07-04,5,3,2,0,New Orleans,07,0.95,0.87,774950
2016-07-25,6,1,5,0,New Orleans,07,1,0.92,85842976
2011-07-04,5,3,2,0,New Orleans,07,0.95,0.87,774950
2011-07-04,5,3,2,0,New Orleans,07,0.95,0.87,774950
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2011-07-04,5,3,2,0,New Orleans,07,0.95,0.87,774950
2015-11-30,1,1,0,0,New Orleans,11,1,1,50199437
2015-11-26,1,1,0,0,New Orleans,11,1,1,49958946
2016-12-31,1,0,1,0,New Orleans,12,1,0.75,109241561
2016-10-07,1,1,0,0,New Orleans,10,1,0,98624010
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2015-07-17,1,1,0,0,New Orleans,07,1,1,38753675
2017-01-03,1,1,0,0,New Orleans,01,1,0.84,109738215
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2013-05-29,1,1,0,0,New Orleans,05,1,1,6644791
2016-12-22,2,2,0,0,New Orleans,12,0.71,1,108165373
2013-07-24,5,2,3,0,New Orleans,07,1,0.91,7707451
2017-01-07,2,2,0,0,New Orleans,01,1,0.92,110339761
2013-07-14,4,1,3,0,New Orleans,07,1,1,7485374
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2015-12-20,1,1,0,0,New Orleans,12,1,1,51850074
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2017-01-10,2,2,0,0,New Orleans,01,1,0.67,110792547
2016-06-09,1,1,0,0,New Orleans,06,1,0.88,76836055
2016-04-12,15,15,0,0,New Orleans,04,0.98,1,66925019
2017-01-10,14,14,0,0,New Orleans,01,1,0.99,110887182
2016-09-30,1,1,0,0,New Orleans,09,1,1,97426599
2014-04-19,1,1,0,0,New Orleans,04,1,0.99,14485761
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2012-07-18,1,0,1,0,New Orleans,07,1,0.98,2984406
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2016-12-28,1,1,0,0,New Orleans,12,1,0.98,108918514
2016-05-30,7,7,0,0,New Orleans,05,1,0.98,74907357
2016-04-12,15,15,0,0,New Orleans,04,0.98,1,66925019
2014-06-02,1,0,1,0,New Orleans,06,1,0.72,16284891
2015-09-16,1,1,0,0,New Orleans,09,1,1,44368667
2013-07-30,1,1,0,0,New Orleans,07,1,0.97,7829096
2015-07-05,7,7,0,0,New Orleans,07,1,1,37614659
2017-01-19,2,2,0,0,New Orleans,01,1,0.91,112258444
2013-08-12,23,22,1,0,New Orleans,08,0.97,1,8118306
2013-08-12,23,22,1,0,New Orleans,08,0.97,1,8118306
2017-01-20,1,1,0,0,New Orleans,01,1,0.96,112344916
2013-03-24,1,1,0,0,New Orleans,03,1,0.92,5601521
2013-01-19,1,1,0,0,New Orleans,01,0.7,0.98,4763702
2017-01-21,1,1,0,0,New Orleans,01,1,1,112583634
2017-01-23,46,43,3,0,New Orleans,01,0.99,0.98,112910785
2013-03-22,2,2,0,0,New Orleans,03,0.9,0.91,5576321
2014-07-27,1,1,0,0,New Orleans,07,0.88,0,19006896
2015-12-07,1,1,0,0,New Orleans,12,1,0.98,50765542
2016-08-26,2,2,0,0,New Orleans,08,1,0.06,92062312
2012-05-08,1,1,0,0,New Orleans,05,0.9,0.5,2323449
2014-01-23,1,1,0,0,New Orleans,01,1,1,11580620
2017-01-28,1,1,0,0,New Orleans,01,1,1,113721100
2015-12-16,13,13,0,0,New Orleans,12,1,1,51541620
2017-01-30,1,1,0,0,New Orleans,01,1,1,114076972
2015-07-06,1,1,0,0,New Orleans,07,1,0.83,37680385
2016-10-12,6,5,1,0,New Orleans,10,0.9,0.9,99380986
2016-04-29,1,1,0,0,New Orleans,04,1,1,69561042
2016-03-10,1,1,0,0,New Orleans,03,1,1,62445286
2017-01-10,14,14,0,0,New Orleans,01,1,0.99,110887182
2017-02-07,4,0,4,0,New Orleans,02,0.98,1,115323554
2015-04-21,1,1,0,0,New Orleans,04,1,0.97,31690633
2013-03-22,2,2,0,0,New Orleans,03,0.9,0.91,5576321
2015-12-16,13,13,0,0,New Orleans,12,1,1,51541620
2016-09-30,2,1,1,0,New Orleans,09,0.67,0.67,97389562
2014-05-21,6,2,4,0,New Orleans,05,1,0.77,15812093
2017-02-08,8,0,8,0,New Orleans,02,1,0.98,115491528
2017-02-08,8,0,8,0,New Orleans,02,1,0.98,115491528
2017-02-08,8,0,8,0,New Orleans,02,1,0.98,115491528
2017-02-08,8,0,8,0,New Orleans,02,1,0.98,115491528
2017-02-08,8,0,8,0,New Orleans,02,1,0.98,115491528
2017-02-08,8,0,8,0,New Orleans,02,1,0.98,115491528
2017-02-09,1,1,0,0,New Orleans,02,0.9,0.96,115701307
2014-11-11,6,5,1,0,New Orleans,11,1,1,23619270
2013-04-10,12,4,8,0,New Orleans,04,0.92,0.9,5860857
2013-07-06,5,5,0,0,New Orleans,07,1,0.99,7319703
2017-01-03,1,1,0,0,New Orleans,01,0.88,1,109631961
2015-06-07,1,0,1,0,New Orleans,06,1,0.79,35213708
2016-05-21,1,1,0,0,New Orleans,05,1,1,73184376
2016-02-24,2,2,0,0,New Orleans,02,1,1,60197312
2012-06-10,2,2,0,0,New Orleans,06,1,0.96,2593268
2017-02-07,4,0,4,0,New Orleans,02,0.98,1,115323554
2017-02-13,2,2,0,0,New Orleans,02,1,0.99,116295335
2014-09-03,4,4,0,0,New Orleans,09,1,0.98,20899326
2014-09-03,4,4,0,0,New Orleans,09,1,0.98,20899326
2017-02-16,2,2,0,0,New Orleans,02,1,1,116745048
2015-12-30,2,2,0,0,New Orleans,12,1,0.99,52807584
2014-07-20,2,2,0,0,New Orleans,07,1,1,18489448
2017-02-20,1,1,0,0,New Orleans,02,1,0.92,117341612
2015-09-30,12,12,0,0,New Orleans,09,1,1,45441871
2015-09-30,12,12,0,0,New Orleans,09,1,1,45441871
2015-09-30,12,12,0,0,New Orleans,09,1,1,45441871
2015-09-30,12,12,0,0,New Orleans,09,1,1,45441871
2015-09-30,12,12,0,0,New Orleans,09,1,1,45441871
2015-02-18,1,1,0,0,New Orleans,02,1,1,27962041
2017-02-16,2,2,0,0,New Orleans,02,1,1,116745048
2015-04-26,2,2,0,0,New Orleans,04,1,0.99,31996195
2016-12-02,1,1,0,0,New Orleans,12,1,1,105945358
2011-06-28,1,1,0,0,New Orleans,06,1,0.91,754641
2016-05-22,1,1,0,0,New Orleans,05,1,1,73377305
2017-03-01,1,1,0,0,New Orleans,02,1,0.97,118605122
2015-08-13,14,14,0,0,New Orleans,08,0.76,0.86,41403925
2015-02-11,1,1,0,0,New Orleans,02,1,0.94,27584389
2017-03-05,12,10,2,0,New Orleans,03,0.99,0.99,119291090
2017-03-05,12,10,2,0,New Orleans,03,0.99,0.99,119291090
2017-03-05,12,10,2,0,New Orleans,03,0.99,0.99,119291090
2017-03-05,12,10,2,0,New Orleans,03,0.99,0.99,119291090
2017-03-05,12,10,2,0,New Orleans,03,0.99,0.99,119291090
2017-03-05,12,10,2,0,New Orleans,03,0.99,0.99,119291090
2017-03-05,12,10,2,0,New Orleans,03,0.99,0.99,119291090
2013-08-12,23,22,1,0,New Orleans,08,0.97,1,8118306
2016-08-19,8,8,0,0,New Orleans,08,0.82,0.99,90876851
2011-07-25,1,0,1,0,New Orleans,07,1,0.93,867289
2014-06-27,1,1,0,0,New Orleans,06,1,1,17326138
2013-02-03,3,3,0,0,New Orleans,02,1,0.98,4951914
2015-05-16,2,2,0,0,New Orleans,05,1,0.86,33516194
2013-09-01,3,2,1,0,New Orleans,08,1,1,8563867
2016-09-02,1,1,0,0,New Orleans,09,1,1,93193274
2014-05-07,3,3,0,0,New Orleans,05,1,0.82,15226489
2014-05-04,1,0,1,0,New Orleans,05,1,1,15103835
2017-03-13,1,1,0,0,New Orleans,03,1,1,120468759
2017-01-08,2,2,0,0,New Orleans,01,1,1,110428121
2014-02-08,2,2,0,0,New Orleans,02,0.9,0.96,12055406
2017-03-19,2,2,0,0,New Orleans,03,1,0.94,121590335
2016-10-21,5,4,1,0,New Orleans,10,1,0.86,100605868
2014-01-20,2,0,2,0,New Orleans,01,1,0.96,11479600
2014-11-20,1,1,0,0,New Orleans,11,1,1,23968958
2015-07-09,1,1,0,0,New Orleans,07,1,1,38009051
2011-01-14,4,4,0,0,New Orleans,01,1,0.99,347642
2014-08-27,4,4,0,0,New Orleans,08,1,1,20627474
2016-12-20,1,1,0,0,New Orleans,12,1,0.95,107879308
2017-03-27,1,1,0,0,New Orleans,03,1,0.98,122891454
2017-01-14,1,1,0,0,New Orleans,01,1,1,111489795
2017-01-11,1,1,0,0,New Orleans,01,1,1,111019342
2016-11-29,1,1,0,0,New Orleans,11,0.75,1,105645297
2015-05-16,2,2,0,0,New Orleans,05,1,0.86,33516194
2016-05-07,4,4,0,0,New Orleans,05,1,1,70813384
2014-01-20,2,0,2,0,New Orleans,01,1,0.96,11479600
2020-01-02,27,27,0,0,New Orleans,01,1,0.96,323664718
2016-05-24,5,0,5,0,New Orleans,05,1,0.91,73827214
2017-03-31,9,9,0,0,New Orleans,03,1,0.88,123646714
2014-09-02,3,3,0,0,New Orleans,09,1,0.93,20849210
2017-04-01,1,1,0,0,New Orleans,03,0.75,1,123769157
2016-11-22,4,0,3,0,New Orleans,11,1,0.67,104792142
2017-04-03,1,1,0,0,New Orleans,04,1,0.9,123982318
2017-03-31,9,9,0,0,New Orleans,03,1,0.88,123646714
2016-10-03,3,3,0,0,New Orleans,10,0.95,0.89,97854792
2012-06-21,14,3,11,0,New Orleans,06,1,0.81,2707644
2017-04-04,3,3,0,0,New Orleans,04,0.6,0.44,124324408
2017-04-05,1,1,0,0,New Orleans,04,1,1,124420971
2016-04-12,15,15,0,0,New Orleans,04,0.98,1,66925019
2017-04-04,3,3,0,0,New Orleans,04,0.6,0.44,124324408
2016-11-28,1,0,1,0,New Orleans,11,0.33,1,105509987
2013-10-15,1,1,0,0,New Orleans,10,1,0.96,9450114
2012-05-14,1,1,0,0,New Orleans,05,1,1,2369573
2016-05-07,4,4,0,0,New Orleans,05,1,1,70813384
2012-12-19,2,2,0,0,New Orleans,12,1,0.78,4448274
2017-04-09,1,1,0,0,New Orleans,04,0,0,125032065
2014-07-21,1,1,0,0,New Orleans,07,1,1,18576536
2017-04-11,1,1,0,0,New Orleans,04,1,0.61,125333326
2017-01-21,9,9,0,0,New Orleans,01,0.99,1,112569637
2016-01-13,1,1,0,0,New Orleans,01,1,1,54555397
2015-08-27,1,1,0,0,New Orleans,08,1,0.97,42704762
2017-01-21,9,9,0,0,New Orleans,01,0.99,1,112569637
2017-04-11,2,2,0,0,New Orleans,04,1,1,125417594
2014-11-20,1,1,0,0,New Orleans,11,1,0.97,23972268
2011-06-26,3,3,0,0,New Orleans,06,1,0.98,746184
2011-06-26,3,3,0,0,New Orleans,06,1,0.98,746184
2016-05-20,1,1,0,0,New Orleans,05,1,1,73055397
2013-01-28,3,3,0,0,New Orleans,01,0.9,0.87,4880969
2017-04-19,5,0,2,2,New Orleans,04,0.99,1,126584980
2016-11-10,1,1,0,0,New Orleans,11,1,1,103273056
2017-04-20,1,1,0,0,New Orleans,04,1,1,126807110
2016-12-19,4,4,0,0,New Orleans,12,0.59,0.92,107777209
2016-12-19,4,4,0,0,New Orleans,12,0.59,0.92,107777209
2010-01-04,1,1,0,0,New Orleans,01,1,0.74,67523
2017-04-22,1,1,0,0,New Orleans,04,0.8,1,127114898
2018-04-19,20,18,2,0,New Orleans,04,1,1,185244265
2017-01-21,9,9,0,0,New Orleans,01,0.99,1,112569637
2017-01-21,9,9,0,0,New Orleans,01,0.99,1,112569637
2017-01-21,9,9,0,0,New Orleans,01,0.99,1,112569637
2017-04-24,1,1,0,0,New Orleans,04,1,1,127367292
2012-12-26,2,2,0,0,New Orleans,12,1,0.98,4494140
2015-04-20,2,0,2,0,New Orleans,04,1,0.83,31606572
2017-01-07,2,2,0,0,New Orleans,01,1,0.92,110339761
2016-08-28,3,0,3,0,New Orleans,08,1,1,92319805
2017-04-19,5,0,2,2,New Orleans,04,0.99,1,126584980
2017-04-19,5,0,2,2,New Orleans,04,0.99,1,126584980
2017-03-19,2,2,0,0,New Orleans,03,1,0.94,121590335
2013-05-26,2,1,1,0,New Orleans,05,1,0.97,6583774
2016-08-05,2,2,0,0,New Orleans,08,1,0.96,88079520
2012-04-11,2,0,2,0,New Orleans,04,1,1,2120916
2016-07-15,1,1,0,0,New Orleans,07,1,0.98,83982118
2015-12-17,1,1,0,0,New Orleans,12,1,1,51559567
2012-05-17,1,0,1,0,New Orleans,05,1,1,2400926
2015-12-16,13,13,0,0,New Orleans,12,1,1,51541620
2015-12-16,13,13,0,0,New Orleans,12,1,1,51541620
2016-09-29,6,3,3,0,New Orleans,09,1,1,97320777
2017-05-08,1,1,0,0,New Orleans,05,1,1,129484659
2016-12-19,4,4,0,0,New Orleans,12,0.59,0.92,107777209
2016-12-19,4,4,0,0,New Orleans,12,0.59,0.92,107777209
2016-01-06,3,3,0,0,New Orleans,01,0.9,1,53588487
2017-04-16,1,1,0,0,New Orleans,04,1,0.99,126087738
2017-05-14,1,1,0,0,New Orleans,05,1,1,130304735
2015-08-19,1,1,0,0,New Orleans,08,1,1,41950697
2017-05-15,1,1,0,0,New Orleans,05,1,1,130421946
2016-08-25,1,0,1,0,New Orleans,08,0,1,91885375
2017-05-15,4,1,3,0,New Orleans,05,0.71,0.68,130485266
2017-05-15,4,1,3,0,New Orleans,05,0.71,0.68,130485266
2017-04-04,3,3,0,0,New Orleans,04,0.6,0.44,124324408
2014-12-01,1,0,1,0,New Orleans,11,1,0.86,24362726
2017-05-17,1,1,0,0,New Orleans,05,1,0.71,130689542
2016-02-10,2,2,0,0,New Orleans,02,1,0.93,58189075
2017-05-18,1,1,0,0,New Orleans,05,1,1,130953820
2014-02-09,4,4,0,0,New Orleans,02,1,0.98,12092679
2017-05-21,2,0,2,0,New Orleans,05,1,0.86,131377646
2017-05-21,2,0,2,0,New Orleans,05,1,0.86,131377646
2017-05-18,7,0,7,0,New Orleans,05,0,0,130923573
2017-03-07,4,1,3,0,New Orleans,03,1,1,119711097
2017-05-18,1,1,0,0,New Orleans,05,1,1,130972458
2017-05-18,7,0,7,0,New Orleans,05,0,0,130923573
2017-05-18,7,0,7,0,New Orleans,05,0,0,130923573
2013-05-11,1,0,1,0,New Orleans,05,1,0.99,6337837
2017-03-07,4,1,3,0,New Orleans,03,1,1,119711097
2017-05-18,7,0,7,0,New Orleans,05,0,0,130923573
2015-11-28,3,3,0,0,New Orleans,11,0.8,0.72,50067609
2017-05-18,7,0,7,0,New Orleans,05,0,0,130923573
2017-05-18,7,0,7,0,New Orleans,05,0,0,130923573
2016-04-12,15,15,0,0,New Orleans,04,0.98,1,66925019
2016-04-12,15,15,0,0,New Orleans,04,0.98,1,66925019
2017-05-15,4,1,3,0,New Orleans,05,0.71,0.68,130485266
2016-01-19,1,1,0,0,New Orleans,01,1,0.98,55270443
2017-06-04,1,1,0,0,New Orleans,06,0,0,133356913
2013-02-24,1,1,0,0,New Orleans,02,1,1,5213449
2017-01-10,14,14,0,0,New Orleans,01,1,0.99,110887182
2014-02-09,4,4,0,0,New Orleans,02,1,0.98,12092679
2016-04-11,1,1,0,0,New Orleans,04,1,1,66743917
2017-06-12,1,1,0,0,New Orleans,06,1,1,134708838
2015-05-19,1,1,0,0,New Orleans,05,1,0.84,33780003
2014-10-15,1,1,0,0,New Orleans,10,1,0.92,22583586
2017-06-13,1,1,0,0,New Orleans,06,1,0.93,134964504
2017-04-10,3,3,0,0,New Orleans,04,1,0.99,125204161
2017-06-14,4,4,0,0,New Orleans,06,0.96,0.74,135108051
2017-06-14,2,2,0,0,New Orleans,06,1,1,135120836
2016-03-26,1,1,0,0,New Orleans,03,0.92,0.47,64511296
2011-06-26,3,3,0,0,New Orleans,06,1,0.98,746184
2017-03-07,4,1,3,0,New Orleans,03,1,1,119711097
2017-01-21,9,9,0,0,New Orleans,01,0.99,1,112569637
2017-01-23,46,43,3,0,New Orleans,01,0.99,0.98,112910785
2012-12-26,2,2,0,0,New Orleans,12,1,0.98,4494140
2017-06-20,1,1,0,0,New Orleans,06,1,0.95,136066012
2011-11-14,13,2,11,0,New Orleans,11,0.89,1,1405952
2016-04-22,1,1,0,0,New Orleans,04,1,0.79,68337970
2016-09-11,3,3,0,0,New Orleans,09,1,0.91,94666557
2016-05-06,1,1,0,0,New Orleans,05,0.69,0.93,70671506
2017-01-23,46,43,3,0,New Orleans,01,0.99,0.98,112910785
2016-01-12,3,3,0,0,New Orleans,01,1,0.89,54405249
2011-08-10,3,3,0,0,New Orleans,08,1,0.96,953465
2017-06-27,1,1,0,0,New Orleans,06,1,1,137368727
2016-10-20,1,1,0,0,New Orleans,10,1,1,100521189
2017-05-23,1,1,0,0,New Orleans,05,1,1,131697237
2017-06-30,1,1,0,0,New Orleans,06,1,0.83,137828616
2013-07-08,1,0,1,0,New Orleans,07,1,0.98,7355031
2017-06-16,1,1,0,0,New Orleans,06,1,0.89,135418598
2013-07-24,5,2,3,0,New Orleans,07,1,0.91,7707451
2017-07-03,1,1,0,0,New Orleans,07,1,1,138427454
2015-07-05,3,0,3,0,New Orleans,07,1,0.92,37615395
2013-08-01,1,1,0,0,New Orleans,07,1,1,7877962
2017-07-09,1,1,0,0,New Orleans,07,1,1,139524222
2011-10-30,11,11,0,0,New Orleans,10,1,0.99,1350940
2015-07-05,3,0,3,0,New Orleans,07,1,0.92,37615395
2016-12-08,1,1,0,0,New Orleans,12,0.9,0.97,106609975
2015-04-01,1,1,0,0,New Orleans,03,1,1,30408815
2016-05-25,1,0,1,0,New Orleans,05,1,0.25,74053683
2013-05-28,1,1,0,0,New Orleans,05,1,0.94,6625237
2015-07-05,3,0,3,0,New Orleans,07,1,0.92,37615395
2016-11-23,3,3,0,0,New Orleans,11,0.2,0.25,104907334
2014-06-02,1,1,0,0,New Orleans,06,1,1,16289950
2016-11-23,3,3,0,0,New Orleans,11,0.2,0.25,104907334
2014-05-18,1,1,0,0,New Orleans,05,1,1,15679064
2014-06-23,1,1,0,0,New Orleans,06,1,0.97,17156334
2017-03-24,30,30,0,0,New Orleans,03,1,1,122380652
2016-12-21,2,0,2,0,New Orleans,12,1,1,108015623
2016-11-23,3,3,0,0,New Orleans,11,0.2,0.25,104907334
2016-12-21,2,0,2,0,New Orleans,12,1,1,108015623
2014-12-30,1,1,0,0,New Orleans,12,1,0.69,25399161
2011-10-30,11,11,0,0,New Orleans,10,1,0.99,1350940
2013-07-11,1,1,0,0,New Orleans,07,1,0.98,7431305
2016-06-03,1,0,1,0,New Orleans,06,1,0.94,75588296
2011-01-04,2,2,0,0,New Orleans,01,1,0.9,335317
2015-11-12,5,5,0,0,New Orleans,11,1,1,48882251
2017-08-02,1,1,0,0,New Orleans,08,1,0.95,17269622
2017-08-04,1,1,0,0,New Orleans,08,1,1,144361946
2013-09-11,2,2,0,0,New Orleans,09,1,0.98,8780757
2016-12-02,1,1,0,0,New Orleans,12,1,0.9,105924672
2010-04-11,2,2,0,0,New Orleans,04,1,0.97,106763
2014-01-16,13,13,0,0,New Orleans,01,1,0.96,11362234
2016-01-10,2,2,0,0,New Orleans,01,1,0.99,54055747
2015-06-23,6,6,0,0,New Orleans,06,0.95,0.84,36545272
2017-08-13,1,1,0,0,New Orleans,08,1,0.91,145866474
2012-04-16,2,2,0,0,New Orleans,04,0.86,1,2156820
2017-07-25,1,1,0,0,New Orleans,07,1,0.97,142408894
2014-11-11,2,2,0,0,New Orleans,11,1,0.98,23623763
2011-09-28,1,1,0,0,New Orleans,09,1,1,1218883
2017-08-14,1,1,0,0,New Orleans,08,1,1,146037128
2015-05-31,1,0,1,0,New Orleans,05,1,1,34634859
2017-10-17,3,2,1,0,New Orleans,10,1,1,155042241
2017-08-22,4,4,0,0,New Orleans,08,1,1,147234822
2017-08-22,4,4,0,0,New Orleans,08,1,1,147234822
2017-08-19,2,2,0,0,New Orleans,08,1,1,146744448
2016-05-30,7,7,0,0,New Orleans,05,1,0.98,74907357
2017-03-24,30,30,0,0,New Orleans,03,1,1,122380652
2017-03-24,30,30,0,0,New Orleans,03,1,1,122380652
2017-03-24,30,30,0,0,New Orleans,03,1,1,122380652
2016-09-13,1,1,0,0,New Orleans,09,1,1,94979498
2017-03-24,30,30,0,0,New Orleans,03,1,1,122380652
2017-08-27,1,1,0,0,New Orleans,08,1,0.96,147966510
2015-09-07,1,1,0,0,New Orleans,09,1,0.97,43611619
2013-11-21,1,1,0,0,New Orleans,11,1,1,10181589
2016-01-16,1,1,0,0,New Orleans,01,1,0.96,54894147
2017-08-31,1,1,0,0,New Orleans,08,1,0.94,148560887
2017-02-25,1,1,0,0,New Orleans,02,1,1,118066442
2016-06-27,1,1,0,0,New Orleans,06,1,1,80276347
2015-11-13,1,1,0,0,New Orleans,11,1,1,48964954
2014-07-04,1,1,0,0,New Orleans,07,1,0.94,17646500
2016-05-31,1,1,0,0,New Orleans,05,1,0.9,75035169
2014-02-14,20,20,0,0,New Orleans,02,1,0.99,12243051
2013-12-02,1,1,0,0,New Orleans,12,1,0.95,10383689
2013-08-12,23,22,1,0,New Orleans,08,0.97,1,8118306
2013-08-12,23,22,1,0,New Orleans,08,0.97,1,8118306
2016-08-31,2,2,0,0,New Orleans,08,1,0.97,92828245
2017-09-12,1,1,0,0,New Orleans,09,1,1,150305519
2017-09-12,1,0,1,0,New Orleans,09,1,0,150321945
2013-09-23,2,2,0,0,New Orleans,09,1,1,9019370
2016-08-19,8,8,0,0,New Orleans,08,0.82,0.99,90876851
2012-09-27,3,3,0,0,New Orleans,09,1,1,3696990
2017-08-22,4,4,0,0,New Orleans,08,1,1,147234822
2020-01-02,27,27,0,0,New Orleans,01,1,0.96,323664718
2015-09-04,1,1,0,0,New Orleans,09,1,0.92,43355152
2014-02-14,20,20,0,0,New Orleans,02,1,0.99,12243051
2014-02-14,20,20,0,0,New Orleans,02,1,0.99,12243051
2017-09-23,3,3,0,0,New Orleans,09,1,1,151825403
2017-09-23,3,3,0,0,New Orleans,09,1,1,151825403
2017-09-23,3,3,0,0,New Orleans,09,1,1,151825403
2017-09-22,1,0,1,0,New Orleans,09,1,0.97,151665904
2015-09-21,2,2,0,0,New Orleans,09,1,0.99,44760886
2017-01-10,14,14,0,0,New Orleans,01,1,0.99,110887182
2017-09-10,1,1,0,0,New Orleans,09,1,1,149999264
2017-03-24,30,30,0,0,New Orleans,03,1,1,122380652
2013-01-19,5,5,0,0,New Orleans,01,0.99,0.99,4761426
2016-08-23,1,1,0,0,New Orleans,08,0.33,0.43,91548283
2015-10-07,3,3,0,0,New Orleans,10,1,1,46036510
2017-09-28,1,1,0,0,New Orleans,09,1,1,152465635
2015-10-16,5,5,0,0,New Orleans,10,1,0.69,46735263
2017-01-20,3,3,0,0,New Orleans,01,1,0.25,112431847
2017-10-17,3,2,1,0,New Orleans,10,1,1,155042241
2017-10-03,3,3,0,0,New Orleans,10,0.9,0.85,153159097
2015-01-27,2,2,0,0,New Orleans,01,1,0.91,26789537
2017-10-04,1,0,1,0,New Orleans,10,1,1,153293536
2017-02-11,1,1,0,0,New Orleans,02,1,1,115886240
2014-04-14,2,2,0,0,New Orleans,04,1,0.96,14265141
2017-10-10,1,1,0,0,New Orleans,10,1,0.8,153984158
2017-10-10,1,1,0,0,New Orleans,10,0.8,0.93,154098191
2017-10-11,1,1,0,0,New Orleans,10,1,0.99,154234575
2013-05-19,1,1,0,0,New Orleans,05,1,1,6470674
2013-01-03,4,4,0,0,New Orleans,01,0.98,0.99,4575123
2014-06-01,1,1,0,0,New Orleans,05,1,0.93,16242257
2016-05-24,5,0,5,0,New Orleans,05,1,0.91,73827214
2017-03-31,9,9,0,0,New Orleans,03,1,0.88,123646714
2017-03-31,9,9,0,0,New Orleans,03,1,0.88,123646714
2017-02-17,6,6,0,0,New Orleans,02,1,1,116837540
2015-07-05,5,5,0,0,New Orleans,07,0.88,0.88,37625340
2016-10-12,1,1,0,0,New Orleans,10,0.56,0.71,99413615
2017-01-22,2,2,0,0,New Orleans,01,1,1,112752255
2016-03-01,1,1,0,0,New Orleans,02,1,0.95,61084505
2017-10-19,1,1,0,0,New Orleans,10,1,0.99,155294620
2012-06-18,4,3,1,0,New Orleans,06,1,0.76,2671376
2013-11-18,1,1,0,0,New Orleans,11,1,0.94,10099082
2014-07-21,2,2,0,0,New Orleans,07,1,0.99,18560088
2013-04-10,12,4,8,0,New Orleans,04,0.92,0.9,5860857
2013-04-10,12,4,8,0,New Orleans,04,0.92,0.9,5860857
2015-04-17,2,2,0,0,New Orleans,04,1,0.9,31431996
2017-09-30,1,1,0,0,New Orleans,09,0.4,1,152656063
2016-10-12,2,2,0,0,New Orleans,10,0.75,0.89,99388631
2017-01-23,46,43,3,0,New Orleans,01,0.99,0.98,112910785
2017-10-26,1,1,0,0,New Orleans,10,1,0.9,156382585
2017-10-26,5,5,0,0,New Orleans,10,1,1,156383794
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2017-03-24,30,30,0,0,New Orleans,03,1,1,122380652
2016-05-01,1,1,0,0,New Orleans,04,1,0.96,69779141
2016-03-12,1,1,0,0,New Orleans,03,1,1,62647648
2017-10-31,1,1,0,0,New Orleans,10,1,1,156917231
2015-02-18,3,3,0,0,New Orleans,02,1,0.94,27971013
2011-10-30,11,11,0,0,New Orleans,10,1,0.99,1350940
2017-10-08,1,1,0,0,New Orleans,10,1,0.99,153815802
2017-11-02,2,2,0,0,New Orleans,11,1,0.95,157209426
2017-11-03,5,5,0,0,New Orleans,11,1,1,157318848
2017-11-04,1,1,0,0,New Orleans,11,1,1,157395011
2015-12-20,3,3,0,0,New Orleans,12,0.9,0.98,51825422
2017-11-02,1,1,0,0,New Orleans,11,1,1,157177036
2014-04-27,2,2,0,0,New Orleans,04,1,1,14803413
2017-08-13,1,0,1,0,New Orleans,08,1,0.79,145821836
2013-05-07,8,1,7,0,New Orleans,05,1,0.99,6268899
2017-02-17,6,6,0,0,New Orleans,02,1,1,116837540
2016-03-11,1,0,1,0,New Orleans,03,1,1,62563656
2017-01-23,46,43,3,0,New Orleans,01,0.99,0.98,112910785
2014-01-16,13,13,0,0,New Orleans,01,1,0.96,11362234
2016-10-12,33,33,0,0,New Orleans,10,0.9,0.9,99430572
2014-05-30,1,0,1,0,New Orleans,05,0.9,0.95,16184211
2013-01-03,4,4,0,0,New Orleans,01,0.98,0.99,4575123
